orderitemid,orderid,itemid
1997,1997,16
1998,1998,4
1999,1999,16
2000,2000,18
2001,2001,19
2002,2002,15
2003,2003,17
2004,2004,17
2005,2005,17
2006,2006,16
2007,2007,19
2008,2008,18
2009,2009,3
2010,2010,7
2011,2011,10
2012,2012,12
2013,2013,18
2014,2014,6
2015,2015,4
2016,2016,16
2017,2017,6
2018,2018,10
2019,2019,14
2020,2020,9
2021,2021,5
2022,2022,4
2023,2023,11
2024,2024,11
2025,2025,7
2026,2026,18
2027,2027,11
2028,2028,10
2029,2029,9
2030,2030,3
2031,2031,13
2032,2032,11
2033,2033,1
2034,2034,16
2035,2035,1
2036,2036,20
2037,2037,14
2038,2038,5
2039,2039,8
2040,2040,2
2041,2041,13
2042,2042,13
2043,2043,14
2044,2044,2
2045,2045,19
2046,2046,18
2047,2047,2
2048,2048,2
2049,2049,14
2050,2050,16
2051,2051,6
2052,2052,4
2053,2053,10
2054,2054,7
2055,2055,1
2056,2056,7
2057,2057,1
2058,2058,7
2059,2059,2
2060,2060,14
2061,2061,3
2062,2062,6
2063,2063,3
2064,2064,13
2065,2065,8
2066,2066,17
2067,2067,19
2068,2068,6
2069,2069,14
2070,2070,11
2071,2071,15
2072,2072,12
2073,2073,20
2074,2074,16
2075,2075,20
2076,2076,14
2077,2077,6
2078,2078,1
2079,2079,14
2080,2080,3
2081,2081,17
2082,2082,3
2083,2083,13
2084,2084,4
2085,2085,6
2086,2086,7
2087,2087,2
2088,2088,7
2089,2089,10
2090,2090,8
2091,2091,13
2092,2092,2
2093,2093,15
2094,2094,12
2095,2095,5
2096,2096,12
2097,2097,17
2098,2098,6
2099,2099,16
2100,2100,4
2101,2101,14
2102,2102,13
2103,2103,4
2104,2104,15
2105,2105,7
2106,2106,5
2107,2107,10
2108,2108,9
2109,2109,2
2110,2110,17
2111,2111,4
2112,2112,13
2113,2113,8
2114,2114,1
2115,2115,12
2116,2116,1
2117,2117,18
2118,2118,8
2119,2119,3
2120,2120,13
2121,2121,12
2122,2122,14
2123,2123,17
2124,2124,13
2125,2125,6
2126,2126,18
2127,2127,16
2128,2128,4
2129,2129,7
2130,2130,10
2131,2131,14
2132,2132,12
2133,2133,15
2134,2134,15
2135,2135,9
2136,2136,19
2137,2137,15
2138,2138,2
2139,2139,17
2140,2140,20
2141,2141,18
2142,2142,15
2143,2143,4
2144,2144,15
2145,2145,12
2146,2146,16
2147,2147,16
2148,2148,5
2149,2149,4
2150,2150,12
2151,2151,8
2152,2152,12
2153,2153,17
2154,2154,20
2155,2155,10
2156,2156,6
2157,2157,10
2158,2158,10
2159,2159,7
2160,2160,14
2161,2161,12
2162,2162,17
2163,2163,6
2164,2164,13
2165,2165,2
2166,2166,6
2167,2167,1
2168,2168,15
2169,2169,7
2170,2170,5
2171,2171,17
2172,2172,16
2173,2173,16
2174,2174,7
2175,2175,15
2176,2176,5
2177,2177,16
2178,2178,2
2179,2179,17
2180,2180,1
2181,2181,3
2182,2182,19
2183,2183,17
2184,2184,15
2185,2185,18
2186,2186,7
2187,2187,7
2188,2188,8
2189,2189,11
2190,2190,12
2191,2191,17
2192,2192,12
2193,2193,19
2194,2194,3
2195,2195,1
2196,2196,12
2197,2197,15
2198,2198,12
2199,2199,3
2200,2200,12
2201,2201,8
2202,2202,11
2203,2203,9
2204,2204,14
2205,2205,3
2206,2206,5
2207,2207,9
2208,2208,2
2209,2209,2
2210,2210,1
2211,2211,5
2212,2212,12
2213,2213,18
2214,2214,16
2215,2215,11
2216,2216,15
2217,2217,1
2218,2218,8
2219,2219,5
2220,2220,10
2221,2221,3
2222,2222,17
2223,2223,6
2224,2224,12
2225,2225,6
2226,2226,20
2227,2227,12
2228,2228,16
2229,2229,12
2230,2230,6
2231,2231,3
2232,2232,17
2233,2233,19
2234,2234,13
2235,2235,1
2236,2236,1
2237,2237,16
2238,2238,8
2239,2239,5
2240,2240,4
2241,2241,9
2242,2242,16
2243,2243,1
2244,2244,15
2245,2245,3
2246,2246,4
2247,2247,18
2248,2248,7
2249,2249,8
2250,2250,12
2251,2251,10
2252,2252,7
2253,2253,14
2254,2254,10
2255,2255,10
2256,2256,13
2257,2257,7
2258,2258,12
2259,2259,8
2260,2260,16
2261,2261,14
2262,2262,18
2263,2263,6
2264,2264,15
2265,2265,2
2266,2266,5
2267,2267,14
2268,2268,11
2269,2269,11
2270,2270,19
2271,2271,3
2272,2272,2
2273,2273,8
2274,2274,20
2275,2275,1
2276,2276,12
2277,2277,5
2278,2278,7
2279,2279,14
2280,2280,11
2281,2281,16
2282,2282,19
2283,2283,8
2284,2284,7
2285,2285,7
2286,2286,17
2287,2287,7
2288,2288,20
2289,2289,13
2290,2290,20
2291,2291,6
2292,2292,10
2293,2293,13
2294,2294,18
2295,2295,1
2296,2296,20
2297,2297,3
2298,2298,2
2299,2299,3
2300,2300,2
2301,2301,19
2302,2302,12
2303,2303,9
2304,2304,18
2305,2305,20
2306,2306,15
2307,2307,5
2308,2308,7
2309,2309,6
2310,2310,14
2311,2311,6
2312,2312,6
2313,2313,16
2314,2314,11
2315,2315,11
2316,2316,13
2317,2317,14
2318,2318,17
2319,2319,16
2320,2320,3
2321,2321,12
2322,2322,5
2323,2323,16
2324,2324,14
2325,2325,3
2326,2326,8
2327,2327,9
2328,2328,3
2329,2329,11
2330,2330,3
2331,2331,9
2332,2332,1
2333,2333,5
2334,2334,15
2335,2335,3
2336,2336,11
2337,2337,1
2338,2338,10
2339,2339,5
2340,2340,20
2341,2341,17
2342,2342,16
2343,2343,12
2344,2344,1
2345,2345,7
2346,2346,13
2347,2347,17
2348,2348,19
2349,2349,1
2350,2350,5
2351,2351,5
2352,2352,12
2353,2353,16
2354,2354,14
2355,2355,14
2356,2356,10
2357,2357,13
2358,2358,10
2359,2359,12
2360,2360,7
2361,2361,1
2362,2362,20
2363,2363,1
2364,2364,20
2365,2365,13
2366,2366,13
2367,2367,19
2368,2368,13
2369,2369,1
2370,2370,20
2371,2371,19
2372,2372,8
2373,2373,16
2374,2374,12
2375,2375,10
2376,2376,1
2377,2377,6
2378,2378,1
2379,2379,5
2380,2380,16
2381,2381,4
2382,2382,18
2383,2383,7
2384,2384,16
2385,2385,13
2386,2386,17
2387,2387,9
2388,2388,11
2389,2389,13
2390,2390,4
2391,2391,15
2392,2392,11
2393,2393,13
2394,2394,17
2395,2395,20
2396,2396,12
2397,2397,10
2398,2398,4
2399,2399,2
2400,2400,15
2401,2401,15
2402,2402,7
2403,2403,9
2404,2404,6
2405,2405,19
2406,2406,10
2407,2407,7
2408,2408,14
2409,2409,11
2410,2410,12
2411,2411,18
2412,2412,7
2413,2413,15
2414,2414,8
2415,2415,12
2416,2416,17
2417,2417,19
2418,2418,2
2419,2419,16
2420,2420,18
2421,2421,1
2422,2422,20
2423,2423,13
2424,2424,18
2425,2425,8
2426,2426,6
2427,2427,18
2428,2428,8
2429,2429,2
2430,2430,17
2431,2431,12
2432,2432,17
2433,2433,7
2434,2434,8
2435,2435,13
2436,2436,20
2437,2437,8
2438,2438,18
2439,2439,6
2440,2440,14
2441,2441,14
2442,2442,16
2443,2443,10
2444,2444,2
2445,2445,9
2446,2446,7
2447,2447,11
2448,2448,12
2449,2449,5
2450,2450,19
2451,2451,10
2452,2452,12
2453,2453,16
2454,2454,17
2455,2455,9
2456,2456,10
2457,2457,20
2458,2458,1
2459,2459,10
2460,2460,4
2461,2461,6
2462,2462,17
2463,2463,13
2464,2464,19
2465,2465,5
2466,2466,19
2467,2467,7
2468,2468,14
2469,2469,20
2470,2470,13
2471,2471,19
2472,2472,16
2473,2473,16
2474,2474,6
2475,2475,13
2476,2476,17
2477,2477,17
2478,2478,17
2479,2479,5
2480,2480,20
2481,2481,13
2482,2482,9
2483,2483,10
2484,2484,1
2485,2485,1
2486,2486,5
2487,2487,10
2488,2488,18
2489,2489,7
2490,2490,7
2491,2491,9
2492,2492,17
2493,2493,8
2494,2494,17
2495,2495,2
2496,2496,7
2497,2497,9
2498,2498,8
2499,2499,19
2500,2500,15
2501,2501,13
2502,2502,15
2503,2503,11
2504,2504,8
2505,2505,15
2506,2506,12
2507,2507,2
2508,2508,13
2509,2509,9
2510,2510,9
2511,2511,11
2512,2512,15
2513,2513,5
2514,2514,6
2515,2515,2
2516,2516,13
2517,2517,18
2518,2518,9
2519,2519,20
2520,2520,13
2521,2521,7
2522,2522,17
2523,2523,5
2524,2524,13
2525,2525,8
2526,2526,15
2527,2527,11
2528,2528,4
2529,2529,15
2530,2530,17
2531,2531,7
2532,2532,3
2533,2533,9
2534,2534,12
2535,2535,7
2536,2536,5
2537,2537,19
2538,2538,7
2539,2539,15
2540,2540,8
2541,2541,4
2542,2542,3
2543,2543,11
2544,2544,13
2545,2545,14
2546,2546,2
2547,2547,12
2548,2548,2
2549,2549,19
2550,2550,16
2551,2551,5
2552,2552,18
2553,2553,2
2554,2554,2
2555,2555,7
2556,2556,12
2557,2557,11
2558,2558,9
2559,2559,7
2560,2560,4
2561,2561,20
2562,2562,13
2563,2563,12
2564,2564,1
2565,2565,12
2566,2566,7
2567,2567,5
2568,2568,18
2569,2569,13
2570,2570,6
2571,2571,12
2572,2572,19
2573,2573,12
2574,2574,19
2575,2575,15
2576,2576,11
2577,2577,20
2578,2578,19
2579,2579,15
2580,2580,3
2581,2581,13
2582,2582,18
2583,2583,14
2584,2584,15
2585,2585,9
2586,2586,1
2587,2587,8
2588,2588,8
2589,2589,13
2590,2590,5
2591,2591,11
2592,2592,4
2593,2593,19
2594,2594,14
2595,2595,16
2596,2596,8
2597,2597,11
2598,2598,13
2599,2599,20
2600,2600,8
2601,2601,3
2602,2602,12
2603,2603,18
2604,2604,18
2605,2605,9
2606,2606,5
2607,2607,18
2608,2608,6
2609,2609,17
2610,2610,1
2611,2611,1
2612,2612,13
2613,2613,13
2614,2614,8
2615,2615,13
2616,2616,8
2617,2617,1
2618,2618,15
2619,2619,20
2620,2620,7
2621,2621,19
2622,2622,17
2623,2623,17
2624,2624,5
2625,2625,2
2626,2626,18
2627,2627,9
2628,2628,5
2629,2629,1
2630,2630,5
2631,2631,14
2632,2632,12
2633,2633,3
2634,2634,1
2635,2635,18
2636,2636,7
2637,2637,4
2638,2638,5
2639,2639,10
2640,2640,15
2641,2641,20
2642,2642,17
2643,2643,18
2644,2644,10
2645,2645,1
2646,2646,7
2647,2647,17
2648,2648,1
2649,2649,17
2650,2650,8
2651,2651,19
2652,2652,18
2653,2653,9
2654,2654,4
2655,2655,8
2656,2656,7
2657,2657,9
2658,2658,2
2659,2659,1
2660,2660,8
2661,2661,8
2662,2662,13
2663,2663,17
2664,2664,19
2665,2665,19
2666,2666,13
2667,2667,6
2668,2668,4
2669,2669,18
2670,2670,2
2671,2671,8
2672,2672,6
2673,2673,13
2674,2674,18
2675,2675,4
2676,2676,18
2677,2677,18
2678,2678,5
2679,2679,2
2680,2680,12
2681,2681,5
2682,2682,17
2683,2683,9
2684,2684,8
2685,2685,1
2686,2686,16
2687,2687,14
2688,2688,16
2689,2689,5
2690,2690,11
2691,2691,18
2692,2692,14
2693,2693,9
2694,2694,13
2695,2695,4
2696,2696,20
2697,2697,12
2698,2698,1
2699,2699,15
2700,2700,19
2701,2701,4
2702,2702,5
2703,2703,1
2704,2704,20
2705,2705,19
2706,2706,17
2707,2707,9
2708,2708,20
2709,2709,5
2710,2710,19
2711,2711,17
2712,2712,12
2713,2713,9
2714,2714,8
2715,2715,17
2716,2716,13
2717,2717,4
2718,2718,9
2719,2719,17
2720,2720,6
2721,2721,19
2722,2722,12
2723,2723,11
2724,2724,14
2725,2725,4
2726,2726,18
2727,2727,7
2728,2728,17
2729,2729,16
2730,2730,1
2731,2731,8
2732,2732,5
2733,2733,20
2734,2734,14
2735,2735,20
2736,2736,18
2737,2737,9
2738,2738,19
2739,2739,20
2740,2740,11
2741,2741,12
2742,2742,20
2743,2743,5
2744,2744,3
2745,2745,4
2746,2746,7
2747,2747,15
2748,2748,3
2749,2749,1
2750,2750,17
2751,2751,18
2752,2752,3
2753,2753,14
2754,2754,15
2755,2755,10
2756,2756,11
2757,2757,7
2758,2758,18
2759,2759,7
2760,2760,16
2761,2761,14
2762,2762,13
2763,2763,11
2764,2764,1
2765,2765,7
2766,2766,11
2767,2767,7
2768,2768,13
2769,2769,6
2770,2770,13
2771,2771,5
2772,2772,13
2773,2773,5
2774,2774,9
2775,2775,17
2776,2776,15
2777,2777,12
2778,2778,4
2779,2779,10
2780,2780,17
2781,2781,2
2782,2782,6
2783,2783,1
2784,2784,1
2785,2785,13
2786,2786,1
2787,2787,9
2788,2788,20
2789,2789,17
2790,2790,12
2791,2791,17
2792,2792,13
2793,2793,1
2794,2794,12
2795,2795,11
2796,2796,16
2797,2797,9
2798,2798,14
2799,2799,20
2800,2800,14
2801,2801,17
2802,2802,15
2803,2803,9
2804,2804,13
2805,2805,13
2806,2806,16
2807,2807,7
2808,2808,5
2809,2809,13
2810,2810,1
2811,2811,11
2812,2812,16
2813,2813,19
2814,2814,19
2815,2815,13
2816,2816,9
2817,2817,19
2818,2818,9
2819,2819,12
2820,2820,14
2821,2821,9
2822,2822,17
2823,2823,19
2824,2824,20
2825,2825,2
2826,2826,17
2827,2827,11
2828,2828,17
2829,2829,7
2830,2830,7
2831,2831,6
2832,2832,11
2833,2833,6
2834,2834,17
2835,2835,4
2836,2836,2
2837,2837,9
2838,2838,19
2839,2839,1
2840,2840,19
2841,2841,18
2842,2842,2
2843,2843,1
2844,2844,9
2845,2845,15
2846,2846,11
2847,2847,4
2848,2848,1
2849,2849,10
2850,2850,20
2851,2851,12
2852,2852,13
2853,2853,3
2854,2854,13
2855,2855,15
2856,2856,18
2857,2857,3
2858,2858,8
2859,2859,5
2860,2860,8
2861,2861,19
2862,2862,16
2863,2863,5
2864,2864,1
2865,2865,20
2866,2866,15
2867,2867,1
2868,2868,4
2869,2869,12
2870,2870,8
2871,2871,1
2872,2872,8
2873,2873,17
2874,2874,3
2875,2875,20
2876,2876,19
2877,2877,20
2878,2878,16
2879,2879,20
2880,2880,9
2881,2881,4
2882,2882,6
2883,2883,18
2884,2884,16
2885,2885,18
2886,2886,1
2887,2887,17
2888,2888,4
2889,2889,2
2890,2890,9
2891,2891,10
2892,2892,13
2893,2893,17
2894,2894,5
2895,2895,2
2896,2896,9
2897,2897,16
2898,2898,11
2899,2899,17
2900,2900,3
2901,2901,8
2902,2902,5
2903,2903,12
2904,2904,20
2905,2905,3
2906,2906,17
2907,2907,2
2908,2908,15
2909,2909,16
2910,2910,14
2911,2911,20
2912,2912,13
2913,2913,4
2914,2914,15
2915,2915,15
2916,2916,16
2917,2917,4
2918,2918,19
2919,2919,7
2920,2920,4
2921,2921,9
2922,2922,2
2923,2923,8
2924,2924,8
2925,2925,9
2926,2926,3
2927,2927,16
2928,2928,14
2929,2929,13
2930,2930,10
2931,2931,17
2932,2932,6
2933,2933,16
2934,2934,9
2935,2935,8
2936,2936,17
2937,2937,6
2938,2938,3
2939,2939,3
2940,2940,3
2941,2941,11
2942,2942,10
2943,2943,2
2944,2944,9
2945,2945,20
2946,2946,12
2947,2947,3
2948,2948,18
2949,2949,10
2950,2950,15
2951,2951,15
2952,2952,7
2953,2953,20
2954,2954,8
2955,2955,13
2956,2956,10
2957,2957,15
2958,2958,9
2959,2959,5
2960,2960,18
2961,2961,2
2962,2962,13
2963,2963,18
2964,2964,3
2965,2965,8
2966,2966,13
2967,2967,15
2968,2968,16
2969,2969,7
2970,2970,16
2971,2971,14
2972,2972,4
2973,2973,18
2974,2974,15
2975,2975,12
2976,2976,16
2977,2977,15
2978,2978,20
2979,2979,8
2980,2980,5
2981,2981,16
2982,2982,18
2983,2983,16
2984,2984,6
2985,2985,17
2986,2986,14
2987,2987,1
2988,2988,1
2989,2989,1
2990,2990,2
2991,2991,7
2992,2992,3
2993,2993,18
2994,2994,4
2995,2995,11
2996,2996,5
2997,2997,7
2998,2998,1
2999,2999,3
3000,3000,1
3001,3001,20
3002,3002,12
3003,3003,10
3004,3004,2
3005,3005,15
3006,3006,14
3007,3007,11
3008,3008,18
3009,3009,2
3010,3010,18
3011,3011,16
3012,3012,13
3013,3013,17
3014,3014,19
3015,3015,3
3016,3016,20
3017,3017,18
3018,3018,10
3019,3019,15
3020,3020,2
3021,3021,3
3022,3022,10
3023,3023,12
3024,3024,3
3025,3025,1
3026,3026,9
3027,3027,14
3028,3028,14
3029,3029,11
3030,3030,14
3031,3031,15
3032,3032,11
3033,3033,3
3034,3034,7
3035,3035,13
3036,3036,20
3037,3037,10
3038,3038,1
3039,3039,2
3040,3040,2
3041,3041,13
3042,3042,4
3043,3043,8
3044,3044,3
3045,3045,10
3046,3046,6
3047,3047,9
3048,3048,8
3049,3049,2
3050,3050,16
3051,3051,19
3052,3052,18
3053,3053,19
3054,3054,16
3055,3055,5
3056,3056,12
3057,3057,11
3058,3058,1
3059,3059,18
3060,3060,1
3061,3061,8
3062,3062,14
3063,3063,17
3064,3064,18
3065,3065,6
3066,3066,7
3067,3067,19
3068,3068,6
3069,3069,14
3070,3070,6
3071,3071,11
3072,3072,16
3073,3073,17
3074,3074,2
3075,3075,6
3076,3076,4
3077,3077,8
3078,3078,3
3079,3079,3
3080,3080,7
3081,3081,7
3082,3082,4
3083,3083,5
3084,3084,17
3085,3085,9
3086,3086,19
3087,3087,8
3088,3088,16
3089,3089,19
3090,3090,7
3091,3091,2
3092,3092,3
3093,3093,15
3094,3094,8
3095,3095,16
3096,3096,6
3097,3097,3
3098,3098,2
3099,3099,9
3100,3100,18
3101,3101,3
3102,3102,13
3103,3103,14
3104,3104,20
3105,3105,9
3106,3106,11
3107,3107,6
3108,3108,6
3109,3109,4
3110,3110,1
3111,3111,6
3112,3112,8
3113,3113,18
3114,3114,1
3115,3115,10
3116,3116,3
3117,3117,17
3118,3118,14
3119,3119,2
3120,3120,12
3121,3121,7
3122,3122,13
3123,3123,12
3124,3124,15
3125,3125,18
3126,3126,3
3127,3127,13
3128,3128,10
3129,3129,2
3130,3130,18
3131,3131,10
3132,3132,11
3133,3133,13
3134,3134,11
3135,3135,3
3136,3136,19
3137,3137,10
3138,3138,8
3139,3139,12
3140,3140,2
3141,3141,17
3142,3142,20
3143,3143,3
3144,3144,16
3145,3145,10
3146,3146,1
3147,3147,7
3148,3148,20
3149,3149,9
3150,3150,6
3151,3151,18
3152,3152,12
3153,3153,2
3154,3154,3
3155,3155,9
3156,3156,2
3157,3157,19
3158,3158,8
3159,3159,4
3160,3160,16
3161,3161,8
3162,3162,6
3163,3163,2
3164,3164,9
3165,3165,17
3166,3166,2
3167,3167,18
3168,3168,12
3169,3169,1
3170,3170,12
3171,3171,3
3172,3172,6
3173,3173,16
3174,3174,1
3175,3175,11
3176,3176,19
3177,3177,12
3178,3178,12
3179,3179,15
3180,3180,8
3181,3181,3
3182,3182,17
3183,3183,6
3184,3184,14
3185,3185,5
3186,3186,12
3187,3187,18
3188,3188,20
3189,3189,20
3190,3190,10
3191,3191,18
3192,3192,1
3193,3193,7
3194,3194,10
3195,3195,4
3196,3196,17
3197,3197,1
3198,3198,6
3199,3199,15
3200,3200,10
3201,3201,20
3202,3202,3
3203,3203,10
3204,3204,14
3205,3205,2
3206,3206,6
3207,3207,4
3208,3208,17
3209,3209,17
3210,3210,15
3211,3211,6
3212,3212,1
3213,3213,14
3214,3214,20
3215,3215,8
3216,3216,20
3217,3217,4
3218,3218,17
3219,3219,4
3220,3220,1
3221,3221,13
3222,3222,7
3223,3223,10
3224,3224,13
3225,3225,14
3226,3226,12
3227,3227,12
3228,3228,17
3229,3229,4
3230,3230,2
3231,3231,12
3232,3232,2
3233,3233,8
3234,3234,20
3235,3235,8
3236,3236,17
3237,3237,4
3238,3238,2
3239,3239,18
3240,3240,15
3241,3241,10
3242,3242,13
3243,3243,19
3244,3244,16
3245,3245,8
3246,3246,18
3247,3247,4
3248,3248,9
3249,3249,13
3250,3250,9
3251,3251,18
3252,3252,12
3253,3253,16
3254,3254,6
3255,3255,6
3256,3256,10
3257,3257,11
3258,3258,18
3259,3259,9
3260,3260,16
3261,3261,14
3262,3262,9
3263,3263,9
3264,3264,3
3265,3265,10
3266,3266,18
3267,3267,6
3268,3268,2
3269,3269,1
3270,3270,14
3271,3271,15
3272,3272,2
3273,3273,5
3274,3274,14
3275,3275,3
3276,3276,9
3277,3277,12
3278,3278,20
3279,3279,4
3280,3280,6
3281,3281,6
3282,3282,8
3283,3283,20
3284,3284,18
3285,3285,10
3286,3286,10
3287,3287,3
3288,3288,6
3289,3289,16
3290,3290,17
3291,3291,2
3292,3292,18
3293,3293,20
3294,3294,1
3295,3295,12
3296,3296,16
3297,3297,8
3298,3298,13
3299,3299,10
3300,3300,11
3301,3301,19
3302,3302,15
3303,3303,6
3304,3304,7
3305,3305,3
3306,3306,5
3307,3307,12
3308,3308,8
3309,3309,16
3310,3310,5
3311,3311,15
3312,3312,9
3313,3313,14
3314,3314,4
3315,3315,2
3316,3316,11
3317,3317,4
3318,3318,3
3319,3319,15
3320,3320,16
3321,3321,13
3322,3322,16
3323,3323,8
3324,3324,17
3325,3325,14
3326,3326,1
3327,3327,8
3328,3328,12
3329,3329,3
3330,3330,5
3331,3331,3
3332,3332,20
3333,3333,15
3334,3334,14
3335,3335,8
3336,3336,9
3337,3337,1
3338,3338,2
3339,3339,4
3340,3340,20
3341,3341,15
3342,3342,10
3343,3343,18
3344,3344,12
3345,3345,9
3346,3346,12
3347,3347,7
3348,3348,19
3349,3349,11
3350,3350,16
3351,3351,14
3352,3352,3
3353,3353,20
3354,3354,20
3355,3355,8
3356,3356,2
3357,3357,4
3358,3358,3
3359,3359,8
3360,3360,16
3361,3361,16
3362,3362,20
3363,3363,8
3364,3364,1
3365,3365,19
3366,3366,8
3367,3367,18
3368,3368,2
3369,3369,6
3370,3370,1
3371,3371,14
3372,3372,12
3373,3373,15
3374,3374,3
3375,3375,18
3376,3376,11
3377,3377,3
3378,3378,6
3379,3379,12
3380,3380,9
3381,3381,3
3382,3382,7
3383,3383,1
3384,3384,4
3385,3385,14
3386,3386,16
3387,3387,4
3388,3388,18
3389,3389,4
3390,3390,20
3391,3391,17
3392,3392,17
3393,3393,16
3394,3394,13
3395,3395,9
3396,3396,12
3397,3397,8
3398,3398,10
3399,3399,6
3400,3400,12
3401,3401,4
3402,3402,8
3403,3403,8
3404,3404,10
3405,3405,12
3406,3406,20
3407,3407,2
3408,3408,12
3409,3409,13
3410,3410,15
3411,3411,18
3412,3412,4
3413,3413,5
3414,3414,12
3415,3415,16
3416,3416,11
3417,3417,8
3418,3418,1
3419,3419,6
3420,3420,19
3421,3421,17
3422,3422,16
3423,3423,15
3424,3424,1
3425,3425,3
3426,3426,16
3427,3427,5
3428,3428,17
3429,3429,2
3430,3430,20
3431,3431,11
3432,3432,15
3433,3433,9
3434,3434,2
3435,3435,20
3436,3436,11
3437,3437,7
3438,3438,14
3439,3439,20
3440,3440,18
3441,3441,6
3442,3442,18
3443,3443,1
3444,3444,19
3445,3445,14
3446,3446,10
3447,3447,19
3448,3448,12
3449,3449,3
3450,3450,16
3451,3451,14
3452,3452,20
3453,3453,16
3454,3454,15
3455,3455,19
3456,3456,15
3457,3457,10
3458,3458,9
3459,3459,19
3460,3460,6
3461,3461,7
3462,3462,15
3463,3463,20
3464,3464,16
3465,3465,18
3466,3466,4
3467,3467,1
3468,3468,8
3469,3469,18
3470,3470,18
3471,3471,17
3472,3472,4
3473,3473,20
3474,3474,16
3475,3475,17
3476,3476,20
3477,3477,13
3478,3478,17
3479,3479,20
3480,3480,16
3481,3481,18
3482,3482,20
3483,3483,19
3484,3484,13
3485,3485,9
3486,3486,14
3487,3487,11
3488,3488,5
3489,3489,7
3490,3490,16
3491,3491,17
3492,3492,6
3493,3493,19
3494,3494,3
3495,3495,7
3496,3496,2
3497,3497,1
3498,3498,6
3499,3499,4
3500,3500,8
3501,3501,3
3502,3502,1
3503,3503,10
3504,3504,13
3505,3505,8
3506,3506,11
3507,3507,4
3508,3508,1
3509,3509,7
3510,3510,9
3511,3511,2
3512,3512,4
3513,3513,17
3514,3514,15
3515,3515,13
3516,3516,2
3517,3517,3
3518,3518,20
3519,3519,1
3520,3520,20
3521,3521,5
3522,3522,1
3523,3523,5
3524,3524,1
3525,3525,4
3526,3526,20
3527,3527,12
3528,3528,17
3529,3529,9
3530,3530,5
3531,3531,13
3532,3532,16
3533,3533,2
3534,3534,14
3535,3535,2
3536,3536,13
3537,3537,15
3538,3538,20
3539,3539,5
3540,3540,13
3541,3541,5
3542,3542,15
3543,3543,10
3544,3544,16
3545,3545,8
3546,3546,5
3547,3547,11
3548,3548,8
3549,3549,12
3550,3550,12
3551,3551,9
3552,3552,11
3553,3553,17
3554,3554,20
3555,3555,19
3556,3556,9
3557,3557,1
3558,3558,2
3559,3559,14
3560,3560,8
3561,3561,12
3562,3562,16
3563,3563,10
3564,3564,6
3565,3565,20
3566,3566,8
3567,3567,19
3568,3568,6
3569,3569,19
3570,3570,10
3571,3571,15
3572,3572,5
3573,3573,7
3574,3574,14
3575,3575,11
3576,3576,18
3577,3577,5
3578,3578,11
3579,3579,4
3580,3580,2
3581,3581,4
3582,3582,12
3583,3583,6
3584,3584,10
3585,3585,10
3586,3586,14
3587,3587,4
3588,3588,20
3589,3589,19
3590,3590,17
3591,3591,19
3592,3592,9
3593,3593,1
3594,3594,13
3595,3595,13
3596,3596,2
3597,3597,11
3598,3598,14
3599,3599,15
3600,3600,13
3601,3601,4
3602,3602,20
3603,3603,7
3604,3604,16
3605,3605,20
3606,3606,12
3607,3607,12
3608,3608,7
3609,3609,14
3610,3610,16
3611,3611,13
3612,3612,1
3613,3613,17
3614,3614,3
3615,3615,15
3616,3616,10
3617,3617,9
3618,3618,2
3619,3619,20
3620,3620,4
3621,3621,3
3622,3622,17
3623,3623,2
3624,3624,7
3625,3625,9
3626,3626,5
3627,3627,14
3628,3628,8
3629,3629,4
3630,3630,10
3631,3631,15
3632,3632,13
3633,3633,6
3634,3634,10
3635,3635,14
3636,3636,3
3637,3637,20
3638,3638,7
3639,3639,8
3640,3640,8
3641,3641,16
3642,3642,5
3643,3643,16
3644,3644,15
3645,3645,14
3646,3646,20
3647,3647,20
3648,3648,7
3649,3649,17
3650,3650,9
3651,3651,16
3652,3652,10
3653,3653,4
3654,3654,6
3655,3655,6
3656,3656,16
3657,3657,7
3658,3658,11
3659,3659,4
3660,3660,12
3661,3661,4
3662,3662,13
3663,3663,16
3664,3664,17
3665,3665,9
3666,3666,1
3667,3667,19
3668,3668,13
3669,3669,11
3670,3670,17
3671,3671,8
3672,3672,1
3673,3673,18
3674,3674,18
3675,3675,14
3676,3676,11
3677,3677,17
3678,3678,18
3679,3679,2
3680,3680,9
3681,3681,18
3682,3682,10
3683,3683,7
3684,3684,7
3685,3685,8
3686,3686,17
3687,3687,9
3688,3688,17
3689,3689,6
3690,3690,11
3691,3691,11
3692,3692,8
3693,3693,6
3694,3694,13
3695,3695,15
3696,3696,11
3697,3697,9
3698,3698,4
3699,3699,1
3700,3700,18
3701,3701,14
3702,3702,9
3703,3703,3
3704,3704,16
3705,3705,13
3706,3706,17
3707,3707,9
3708,3708,4
3709,3709,17
3710,3710,5
3711,3711,15
3712,3712,2
3713,3713,4
3714,3714,13
3715,3715,13
3716,3716,5
3717,3717,10
3718,3718,10
3719,3719,2
3720,3720,19
3721,3721,6
3722,3722,3
3723,3723,13
3724,3724,11
3725,3725,16
3726,3726,14
3727,3727,2
3728,3728,10
3729,3729,15
3730,3730,14
3731,3731,1
3732,3732,11
3733,3733,20
3734,3734,18
3735,3735,9
3736,3736,5
3737,3737,12
3738,3738,12
3739,3739,1
3740,3740,6
3741,3741,9
3742,3742,18
3743,3743,1
3744,3744,3
